序号,名称,设备分类,信号角色,最后修改版本,修改类型,S7地址,S7字,数据类型,Modbus寄存器,Modbus位,描述,单位,系数,读写类型,分组,报警等级,权限等级,网关设备地址,从站地址,控制风险,点位编码建议
1912,,其他,other,V3.0,,4540,4540,Int,42271,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42271
1913,,其他,other,V3.0,,4542,4542,Int,42272,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42272
1914,,其他,other,V3.0,,4544,4544,Int,42273,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42273
1915,,其他,other,V3.0,,4546,4546,Int,42274,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42274
1916,,其他,other,V3.0,,4548,4548,Int,42275,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42275
1917,,其他,other,V3.0,,4550,4550,Int,42276,,,,,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42276
1918,,其他,other,V3.0,,4552,4552,Int,42277,,,,,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42277
1919,,其他,other,V3.0,,4554,4554,Int,42278,,,,,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42278
1920,,其他,other,V3.0,,4556,4556,Int,42279,,,,,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42279
1921,,其他,other,V3.0,,4558,4558,Int,42280,,,,,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42280
1922,,其他,other,V3.0,,4560,4560,Int,42281,,,,,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42281
1923,,其他,other,V3.0,,4562,4562,Int,42282,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42282
1924,,其他,other,V3.0,,4564,4564,Int,42283,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42283
1925,,其他,other,V3.0,,4566,4566,Int,42284,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42284
1926,,其他,other,V3.0,,4568,4568,Int,42285,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42285
1927,,其他,other,V3.0,,4570,4570,Int,42286,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42286
1928,,其他,other,V3.0,,4572,4572,Int,42287,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42287
1929,,其他,other,V3.0,,4574,4574,Int,42288,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42288
1930,,其他,other,V3.0,,4576,4576,Int,42289,,,,,R,,,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42289
1931,,其他,other,V3.0,,4578,4578,Int,42290,,,,,R,,,,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42290
1932,,其他,other,V3.0,,4580,4580,Int,42291,,,,,R,,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42291
1933,FT301当前值,其他,other,V3.0,新增,4582,4582,DINT,42292,,,m3/h,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42292
1934,SY冷却制热功率,传感器/计量,power,V3.0,新增,4586,4586,DINT,42294,,,KW,0.1,R,冷量参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42294
1935,SY冷却散热量,其他,other,V3.0,新增,4590,4590,REAL,42296,,,Kwh,1,R,冷量参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42296
1936,CH7启动失败,冷水机组,manual_start,V3.8,新增,4594,4594,Int,42298,,,,1,R,报警参数,2,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42298
1937,CHP7启动失败,冷冻水泵,manual_start,V3.8,新增,4596,4596,Int,42299,,,,1,R,报警参数,2,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42299
1938,CWP7启动失败,冷却水泵,manual_start,V3.8,新增,4598,4598,Int,42300,,,,1,R,报警参数,2,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42300
1939,CH1启动失败,冷水机组,manual_start,V3.8,新增,4600,4600,Int,42301,,,,1,R,报警参数,2,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42301
1940,CH2启动失败,冷水机组,manual_start,V3.8,新增,4602,4602,Int,42302,,,,1,R,报警参数,2,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42302
1941,CH3启动失败,冷水机组,manual_start,V3.8,新增,4604,4604,Int,42303,,,,1,R,报警参数,2,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42303
1942,CH4启动失败,冷水机组,manual_start,V3.8,新增,4606,4606,Int,42304,,,,1,R,报警参数,2,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42304
1943,CH5启动失败,冷水机组,manual_start,V3.8,新增,4608,4608,Int,42305,,,,1,R,报警参数,2,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42305
1944,CH6启动失败,冷水机组,manual_start,V3.8,新增,4610,4610,Int,42306,,,,1,R,报警参数,2,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42306
1945,CHP1启动失败,冷冻水泵,manual_start,V3.8,新增,4612,4612,Int,42307,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42307
1946,CHP2启动失败,冷冻水泵,manual_start,V3.8,新增,4614,4614,Int,42308,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42308
1947,CHP3启动失败,冷冻水泵,manual_start,V3.8,新增,4616,4616,Int,42309,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42309
1948,CHP4启动失败,冷冻水泵,manual_start,V3.8,新增,4618,4618,Int,42310,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42310
1949,CHP5启动失败,冷冻水泵,manual_start,V3.8,新增,4620,4620,Int,42311,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42311
1950,CHP6启动失败,冷冻水泵,manual_start,V3.8,新增,4622,4622,Int,42312,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42312
1951,CWP1启动失败,冷却水泵,manual_start,V3.8,新增,4624,4624,Int,42313,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42313
1952,CWP2启动失败,冷却水泵,manual_start,V3.8,新增,4626,4626,Int,42314,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42314
1953,CWP3启动失败,冷却水泵,manual_start,V3.8,新增,4628,4628,Int,42315,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42315
1954,CWP4启动失败,冷却水泵,manual_start,V3.8,新增,4630,4630,Int,42316,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42316
1955,CWP5启动失败,冷却水泵,manual_start,V3.8,新增,4632,4632,Int,42317,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42317
1956,CWP6启动失败,冷却水泵,manual_start,V3.8,新增,4634,4634,Int,42318,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42318
1957,CTF11启动失败,冷却塔风机,manual_start,V3.8,新增,4636,4636,Int,42319,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42319
1958,CTF12启动失败,冷却塔风机,manual_start,V3.8,新增,4638,4638,Int,42320,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42320
1959,CTF13启动失败,冷却塔风机,manual_start,V3.8,新增,4640,4640,Int,42321,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42321
1960,CTF14启动失败,冷却塔风机,manual_start,V3.8,新增,4642,4642,Int,42322,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42322
1961,CTF15启动失败,冷却塔风机,manual_start,V3.8,新增,4644,4644,Int,42323,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42323
1962,CTF16启动失败,冷却塔风机,manual_start,V3.8,新增,4646,4646,Int,42324,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42324
1963,CTF21启动失败,冷却塔风机,manual_start,V3.8,新增,4648,4648,Int,42325,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42325
1964,CTF22启动失败,冷却塔风机,manual_start,V3.8,新增,4650,4650,Int,42326,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42326
1965,CTF23启动失败,冷却塔风机,manual_start,V3.8,新增,4652,4652,Int,42327,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42327
1966,CTF24启动失败,冷却塔风机,manual_start,V3.8,新增,4654,4654,Int,42328,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42328
1967,CTF25启动失败,冷却塔风机,manual_start,V3.8,新增,4656,4656,Int,42329,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42329
1968,CTF26启动失败,冷却塔风机,manual_start,V3.8,新增,4658,4658,Int,42330,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42330
1969,CTF31启动失败,冷却塔风机,manual_start,V3.8,新增,4660,4660,Int,42331,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42331
1970,CTF32启动失败,冷却塔风机,manual_start,V3.8,新增,4662,4662,Int,42332,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42332
1971,CTF33启动失败,冷却塔风机,manual_start,V3.8,新增,4664,4664,Int,42333,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42333
1972,CTF34启动失败,冷却塔风机,manual_start,V3.8,新增,4666,4666,Int,42334,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42334
1973,CTF35启动失败,冷却塔风机,manual_start,V3.8,新增,4668,4668,Int,42335,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42335
1974,CTF36启动失败,冷却塔风机,manual_start,V3.8,新增,4670,4670,Int,42336,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42336
1975,CTF41启动失败,冷却塔风机,manual_start,V3.8,新增,4672,4672,Int,42337,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42337
1976,CTF42启动失败,冷却塔风机,manual_start,V3.8,新增,4674,4674,Int,42338,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42338
1977,CTF43启动失败,冷却塔风机,manual_start,V3.8,新增,4676,4676,Int,42339,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42339
1978,CTF44启动失败,冷却塔风机,manual_start,V3.8,新增,4678,4678,Int,42340,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42340
1979,CTF45启动失败,冷却塔风机,manual_start,V3.8,新增,4680,4680,Int,42341,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42341
1980,CTF46启动失败,冷却塔风机,manual_start,V3.8,新增,4682,4682,Int,42342,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42342
1981,CTF51启动失败,冷却塔风机,manual_start,V3.8,新增,4684,4684,Int,42343,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42343
1982,CTF52启动失败,冷却塔风机,manual_start,V3.8,新增,4686,4686,Int,42344,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42344
1983,CTF53启动失败,冷却塔风机,manual_start,V3.8,新增,4688,4688,Int,42345,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42345
1984,CTF54启动失败,冷却塔风机,manual_start,V3.8,新增,4690,4690,Int,42346,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42346
1985,CTF55启动失败,冷却塔风机,manual_start,V3.8,新增,4692,4692,Int,42347,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42347
1986,CTF56启动失败,冷却塔风机,manual_start,V3.8,新增,4694,4694,Int,42348,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42348
1987,CTF61启动失败,冷却塔风机,manual_start,V3.8,新增,4696,4696,Int,42349,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42349
1988,CTF62启动失败,冷却塔风机,manual_start,V3.8,新增,4698,4698,Int,42350,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42350
1989,CTF63启动失败,冷却塔风机,manual_start,V3.8,新增,4700,4700,Int,42351,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42351
1990,FM101开异常,阀门,other,V3.8,新增,4702,4702,Int,42352,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42352
1991,FM102开异常,阀门,other,V3.8,新增,4704,4704,Int,42353,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42353
1992,FM103开异常,阀门,other,V3.8,新增,4706,4706,Int,42354,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42354
1993,FM104开异常,阀门,other,V3.8,新增,4708,4708,Int,42355,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42355
1994,FM105开异常,阀门,other,V3.8,新增,4710,4710,Int,42356,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42356
1995,FM106开异常,阀门,other,V3.8,新增,4712,4712,Int,42357,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42357
1996,FM201开异常,阀门,other,V3.8,新增,4714,4714,Int,42358,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42358
1997,FM202开异常,阀门,other,V3.8,新增,4716,4716,Int,42359,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42359
1998,FM203开异常,阀门,other,V3.8,新增,4718,4718,Int,42360,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42360
1999,FM204开异常,阀门,other,V3.8,新增,4720,4720,Int,42361,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42361
2000,FM205开异常,阀门,other,V3.8,新增,4722,4722,Int,42362,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42362
2001,FM206开异常,阀门,other,V3.8,新增,4724,4724,Int,42363,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42363
2002,FM207开异常,阀门,other,V3.8,新增,4726,4726,Int,42364,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42364
2003,FM208开异常,阀门,other,V3.8,新增,4728,4728,Int,42365,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42365
2004,FM209开异常,阀门,other,V3.8,新增,4730,4730,Int,42366,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42366
2005,FM210开异常,阀门,other,V3.8,新增,4732,4732,Int,42367,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42367
2006,FM211开异常,阀门,other,V3.8,新增,4734,4734,Int,42368,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42368
2007,FM212开异常,阀门,other,V3.8,新增,4736,4736,Int,42369,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42369
2008,FM213开异常,阀门,other,V3.8,新增,4738,4738,Int,42370,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42370
2009,FM214开异常,阀门,other,V3.8,新增,4740,4740,Int,42371,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42371
2010,FM215开异常,阀门,other,V3.8,新增,4742,4742,Int,42372,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42372
2011,FM216开异常,阀门,other,V3.8,新增,4744,4744,Int,42373,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42373
2012,FM217开异常,阀门,other,V3.8,新增,4746,4746,Int,42374,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42374
2013,FM218开异常,阀门,other,V3.8,新增,4748,4748,Int,42375,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42375
2014,FM101关异常,阀门,other,V3.8,新增,4750,4750,Int,42376,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42376
2015,FM102关异常,阀门,other,V3.8,新增,4752,4752,Int,42377,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42377
2016,FM103关异常,阀门,other,V3.8,新增,4754,4754,Int,42378,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42378
2017,FM104关异常,阀门,other,V3.8,新增,4756,4756,Int,42379,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42379
2018,FM105关异常,阀门,other,V3.8,新增,4758,4758,Int,42380,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42380
2019,FM106关异常,阀门,other,V3.8,新增,4760,4760,Int,42381,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42381
2020,FM201关异常,阀门,other,V3.8,新增,4762,4762,Int,42382,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42382
2021,FM202关异常,阀门,other,V3.8,新增,4764,4764,Int,42383,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42383
2022,FM203关异常,阀门,other,V3.8,新增,4766,4766,Int,42384,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42384
2023,FM204关异常,阀门,other,V3.8,新增,4768,4768,Int,42385,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42385
2024,FM205关异常,阀门,other,V3.8,新增,4770,4770,Int,42386,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42386
2025,FM206关异常,阀门,other,V3.8,新增,4772,4772,Int,42387,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42387
2026,FM207关异常,阀门,other,V3.8,新增,4774,4774,Int,42388,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42388
2027,FM208关异常,阀门,other,V3.8,新增,4776,4776,Int,42389,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42389
2028,FM209关异常,阀门,other,V3.8,新增,4778,4778,Int,42390,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42390
2029,FM210关异常,阀门,other,V3.8,新增,4780,4780,Int,42391,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42391
2030,FM211关异常,阀门,other,V3.8,新增,4782,4782,Int,42392,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42392
2031,FM212关异常,阀门,other,V3.8,新增,4784,4784,Int,42393,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42393
2032,FM213关异常,阀门,other,V3.8,新增,4786,4786,Int,42394,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42394
2033,FM214关异常,阀门,other,V3.8,新增,4788,4788,Int,42395,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42395
2034,FM215关异常,阀门,other,V3.8,新增,4790,4790,Int,42396,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42396
2035,FM216关异常,阀门,other,V3.8,新增,4792,4792,Int,42397,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42397
2036,FM217关异常,阀门,other,V3.8,新增,4794,4794,Int,42398,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42398
2037,FM218关异常,阀门,other,V3.8,新增,4796,4796,Int,42399,,,,1,R,报警参数,1,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42399
2038,CH1冷冻出水设定温度（R）,冷水机组,setpoint,V3.0,,4798,4798,Int,42400,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-42400
2039,CH1需求限制设定点,冷水机组,setpoint,V3.0,,4800,4800,Int,42401,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,中-设定/目标类写点,SY-1-509-42401
2040,CH1蒸发器进水温度,冷水机组,temperature,V3.0,,4802,4802,Int,42402,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42402
2041,CH1蒸发器出水温度,冷水机组,temperature,V3.0,,4804,4804,Int,42403,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42403
2042,CH1冷凝器进水温度,冷水机组,temperature,V3.0,,4806,4806,Int,42404,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42404
2043,CH1冷凝器出水温度,冷水机组,temperature,V3.0,,4808,4808,Int,42405,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42405
2044,CH1机组本地/远程,冷水机组,remote_status,V3.0,,4810,4810,Int,42406,,1本地；0远程,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42406
2045,CH1蒸发器水流开关状态,冷水机组,other,V3.0,,4812,4812,Int,42407,,1有水流；0无水流,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42407
2046,CH1冷凝器水流开关状态,冷水机组,other,V3.0,,4814,4814,Int,42408,,1有水流；0无水流,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42408
2047,CH1吸气温度,冷水机组,temperature,V3.0,,4816,4816,Int,42409,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42409
2048,CH1蒸发温度,冷水机组,temperature,V3.0,,4818,4818,Int,42410,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42410
2049,CH1蒸发压力,冷水机组,pressure,V3.0,,4820,4820,Int,42411,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42411
2050,CH1排气温度,冷水机组,temperature,V3.0,,4822,4822,Int,42412,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42412
2051,CH1冷凝温度,冷水机组,temperature,V3.0,,4824,4824,Int,42413,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42413
2052,CH1冷凝压力,冷水机组,pressure,V3.0,,4826,4826,Int,42414,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42414
2053,CH1压缩机额定电流百分比,冷水机组,other,V3.0,,4828,4828,Int,42415,,0.001,%,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42415
2054,CH1供油压力,冷水机组,pressure,V3.0,,4830,4830,Int,42416,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42416
2055,CH1油槽压力,冷水机组,pressure,V3.0,,4832,4832,Int,42417,,0.1Kpa,Kpa,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42417
2056,CH1供油温度,冷水机组,temperature,V3.0,,4834,4834,Int,42418,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42418
2057,CH1油槽温度,冷水机组,temperature,V3.0,,4836,4836,Int,42419,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42419
2058,CH1供液温度,冷水机组,temperature,V3.0,,4838,4838,Int,42420,,0.1℃,℃,0.1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42420
2059,CH1机组状态,冷水机组,manual_start,V3.0,,4840,4840,Int,42421,,0关；1启动；2运行；3预停机；4服务,,1,R,运行参数,0,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42421
2060,,其他,other,V3.0,,4842,4842,Int,42422,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42422
2061,,其他,other,V3.0,,4844,4844,Int,42423,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42423
2062,,其他,other,V3.0,,4846,4846,Int,42424,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42424
2063,,其他,other,V3.0,,4848,4848,Int,42425,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42425
2064,,其他,other,V3.0,,4850,4850,Int,42426,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42426
2065,,其他,other,V3.0,,4852,4852,Int,42427,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42427
2066,,其他,other,V3.0,,4854,4854,Int,42428,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42428
2067,,其他,other,V3.0,,4856,4856,Int,42429,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42429
2068,,其他,other,V3.0,,4858,4858,Int,42430,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42430
2069,,其他,other,V3.0,,4860,4860,Int,42431,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42431
2070,,其他,other,V3.0,,4862,4862,Int,42432,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42432
2071,,其他,other,V3.0,,4864,4864,Int,42433,,,,,R,故障参数,3,0,192.168.2.200:521,64,低-只读或未标可写,SY-1-509-42433
